line,statn_id,statn_nm,direction,time_band,day_type,headway_samples,p50_sec,p90_sec,mean_sec,std_sec,cv,over_1p5x_ratio
9호선,1009000919,흑석,상행,퇴근,평일,23,219,609,271.0,195.2,0.719,0.261
9호선,1009000919,흑석,하행,점심,평일,18,172,540,294.0,188.4,0.642,0.389
9호선,1009000919,흑석,하행,출근,평일,21,170,288,188.0,65.8,0.35,0.143
9호선,1009000919,흑석,하행,퇴근,평일,30,180,345,220.0,87.7,0.399,0.167
9호선,1009000920,동작,상행,점심,평일,17,168,671,329.0,271.0,0.824,0.471
9호선,1009000920,동작,상행,출근,평일,17,225,360,242.0,109.9,0.454,0.235
9호선,1009000920,동작,상행,퇴근,평일,23,238,516,257.0,148.8,0.578,0.261
9호선,1009000920,동작,하행,점심,평일,19,212,604,302.0,249.0,0.825,0.421
9호선,1009000920,동작,하행,출근,평일,21,213,261,190.0,71.1,0.375,0.0
9호선,1009000920,동작,하행,퇴근,평일,28,232,293,219.0,66.9,0.306,0.071
9호선,1009000921,구반포,상행,점심,평일,17,256,617,328.0,228.5,0.696,0.471
9호선,1009000921,구반포,상행,출근,평일,15,177,395,235.0,116.7,0.496,0.467
9호선,1009000921,구반포,상행,퇴근,평일,23,202,451,258.0,117.2,0.453,0.261
9호선,1009000921,구반포,하행,점심,평일,15,233,611,323.0,250.7,0.777,0.467
9호선,1009000921,구반포,하행,출근,평일,19,219,287,212.0,70.1,0.331,0.053
9호선,1009000921,구반포,하행,퇴근,평일,26,217,323,229.0,82.4,0.361,0.077
9호선,1009000922,신반포,상행,점심,평일,15,315,554,347.0,183.8,0.529,0.267
9호선,1009000922,신반포,상행,출근,평일,15,158,461,249.0,158.1,0.636,0.467
9호선,1009000922,신반포,상행,퇴근,평일,21,247,488,281.0,160.2,0.57,0.286
9호선,1009000922,신반포,하행,점심,평일,17,202,531,318.0,190.5,0.599,0.471
9호선,1009000922,신반포,하행,출근,평일,19,197,336,194.0,108.3,0.557,0.211
9호선,1009000922,신반포,하행,퇴근,평일,27,248,326,218.0,120.2,0.551,0.037
9호선,1009000923,고속터미널,상행,점심,평일,15,301,572,336.0,166.6,0.495,0.333
9호선,1009000923,고속터미널,상행,출근,평일,16,154,481,233.0,169.2,0.726,0.438
9호선,1009000923,고속터미널,상행,퇴근,평일,24,263,472,266.0,147.7,0.555,0.292
9호선,1009000923,고속터미널,하행,점심,평일,18,213,475,305.0,142.2,0.466,0.444
9호선,1009000923,고속터미널,하행,출근,평일,21,116,358,186.0,137.7,0.739,0.476
9호선,1009000923,고속터미널,하행,퇴근,평일,29,206,388,211.0,153.1,0.727,0.414
9호선,1009000924,사평,상행,점심,평일,14,335,703,391.0,160.2,0.41,0.143
9호선,1009000924,사평,상행,출근,평일,16,189,431,233.0,146.8,0.631,0.375
9호선,1009000924,사평,상행,퇴근,평일,21,253,521,291.0,201.3,0.693,0.333
9호선,1009000924,사평,하행,점심,평일,17,214,474,300.0,135.6,0.452,0.412
9호선,1009000924,사평,하행,출근,평일,20,125,312,196.0,102.6,0.523,0.45
9호선,1009000924,사평,하행,퇴근,평일,29,204,413,221.0,121.6,0.55,0.276
9호선,1009000925,신논현,상행,점심,평일,16,347,469,330.0,100.2,0.304,0.0
9호선,1009000925,신논현,상행,출근,평일,18,190,453,228.0,150.6,0.66,0.389
9호선,1009000925,신논현,상행,퇴근,평일,24,287,400,257.0,142.7,0.555,0.042
9호선,1009000925,신논현,하행,점심,평일,17,301,423,317.0,90.1,0.284,0.0
9호선,1009000925,신논현,하행,출근,평일,21,144,333,195.0,105.6,0.541,0.429
9호선,1009000925,신논현,하행,퇴근,평일,29,237,401,227.0,116.3,0.512,0.138
9호선,1009000926,언주,상행,점심,평일,13,385,706,428.0,155.4,0.363,0.231
9호선,1009000926,언주,상행,출근,평일,17,226,364,226.0,108.9,0.482,0.118
9호선,1009000926,언주,상행,퇴근,평일,21,290,504,300.0,163.1,0.544,0.143
9호선,1009000926,언주,하행,점심,평일,14,371,684,385.0,181.1,0.47,0.214
9호선,1009000926,언주,하행,출근,평일,21,121,329,190.0,107.0,0.564,0.429
9호선,1009000926,언주,하행,퇴근,평일,24,281,409,262.0,142.7,0.544,0.083
9호선,1009000927,선정릉,상행,점심,평일,16,333,396,341.0,55.4,0.162,0.0
9호선,1009000927,선정릉,상행,출근,평일,18,216,369,224.0,128.1,0.571,0.222
9호선,1009000927,선정릉,상행,퇴근,평일,24,284,388,262.0,110.9,0.424,0.0
9호선,1009000927,선정릉,하행,점심,평일,18,324,366,317.0,56.1,0.177,0.0
9호선,1009000927,선정릉,하행,출근,평일,21,181,262,194.0,55.1,0.284,0.095
9호선,1009000927,선정릉,하행,퇴근,평일,27,214,331,228.0,67.8,0.297,0.148
9호선,1009000928,삼성중앙,상행,점심,평일,14,312,603,370.0,153.4,0.414,0.214
9호선,1009000928,삼성중앙,상행,출근,평일,19,224,333,222.0,91.4,0.412,0.053
9호선,1009000928,삼성중앙,상행,퇴근,평일,23,249,443,261.0,101.1,0.387,0.174
9호선,1009000928,삼성중앙,하행,점심,평일,16,335,384,338.0,110.4,0.326,0.063
9호선,1009000928,삼성중앙,하행,출근,평일,21,203,260,192.0,54.2,0.282,0.0
9호선,1009000928,삼성중앙,하행,퇴근,평일,25,214,325,253.0,126.1,0.499,0.12
9호선,1009000929,봉은사,상행,점심,평일,16,292,460,324.0,98.8,0.305,0.188
9호선,1009000929,봉은사,상행,출근,평일,17,239,291,212.0,68.8,0.325,0.0
9호선,1009000929,봉은사,상행,퇴근,평일,24,236,419,257.0,92.0,0.358,0.167
9호선,1009000929,봉은사,하행,점심,평일,17,291,436,319.0,94.2,0.296,0.059
9호선,1009000929,봉은사,하행,출근,평일,22,186,271,189.0,55.0,0.291,0.045
9호선,1009000929,봉은사,하행,퇴근,평일,27,240,338,233.0,70.1,0.3,0.074
9호선,1009000930,종합운동장,상행,점심,평일,16,275,470,333.0,94.2,0.282,0.25
9호선,1009000930,종합운동장,상행,출근,평일,18,230,301,214.0,67.6,0.316,0.0
9호선,1009000930,종합운동장,상행,퇴근,평일,25,243,421,255.0,90.3,0.355,0.16
9호선,1009000930,종합운동장,하행,점심,평일,18,266,418,309.0,81.0,0.262,0.278
9호선,1009000930,종합운동장,하행,출근,평일,21,182,249,189.0,44.8,0.237,0.095
9호선,1009000930,종합운동장,하행,퇴근,평일,27,230,366,236.0,70.4,0.298,0.111
9호선,1009000931,삼전,상행,점심,평일,17,204,541,324.0,163.8,0.506,0.471
9호선,1009000931,삼전,상행,출근,평일,19,199,359,214.0,70.2,0.328,0.158
9호선,1009000931,삼전,상행,퇴근,평일,26,190,486,254.0,117.9,0.465,0.269
9호선,1009000931,삼전,하행,점심,평일,17,278,421,315.0,85.1,0.27,0.176
9호선,1009000931,삼전,하행,출근,평일,20,183,282,201.0,81.8,0.407,0.15
9호선,1009000931,삼전,하행,퇴근,평일,26,234,415,245.0,84.4,0.344,0.154
9호선,1009000932,석촌고분,상행,점심,평일,14,137,615,333.0,240.6,0.722,0.5
9호선,1009000932,석촌고분,상행,출근,평일,18,131,430,209.0,122.6,0.586,0.5
9호선,1009000932,석촌고분,상행,퇴근,평일,25,239,582,255.0,182.5,0.714,0.24
9호선,1009000932,석촌고분,하행,점심,평일,18,210,502,308.0,147.6,0.479,0.389
9호선,1009000932,석촌고분,하행,출근,평일,20,173,344,198.0,83.6,0.423,0.2
9호선,1009000932,석촌고분,하행,퇴근,평일,26,220,353,234.0,110.9,0.473,0.154
9호선,1009000933,석촌,상행,점심,평일,16,122,616,332.0,241.9,0.728,0.5
9호선,1009000933,석촌,상행,출근,평일,19,131,421,205.0,120.2,0.587,0.421
9호선,1009000933,석촌,상행,퇴근,평일,25,117,555,233.0,162.9,0.699,0.48
9호선,1009000933,석촌,하행,점심,평일,17,142,558,312.0,212.4,0.68,0.471
9호선,1009000933,석촌,하행,출근,평일,22,128,349,187.0,117.6,0.628,0.5
9호선,1009000933,석촌,하행,퇴근,평일,27,181,395,227.0,155.7,0.685,0.444
9호선,1009000934,송파나루,상행,점심,평일,14,178,658,349.0,249.2,0.714,0.5
9호선,1009000934,송파나루,상행,출근,평일,18,141,397,218.0,123.5,0.567,0.444
9호선,1009000934,송파나루,상행,퇴근,평일,22,243,556,270.0,162.7,0.602,0.182
9호선,1009000934,송파나루,하행,점심,평일,15,493,570,345.0,225.7,0.655,0.0
9호선,1009000934,송파나루,하행,출근,평일,18,148,399,220.0,120.9,0.55,0.5
9호선,1009000934,송파나루,하행,퇴근,평일,26,262,523,269.0,160.1,0.596,0.192
9호선,1009000935,한성백제,상행,점심,평일,17,220,540,325.0,159.6,0.49,0.471
9호선,1009000935,한성백제,상행,출근,평일,19,179,366,214.0,81.3,0.38,0.158
9호선,1009000935,한성백제,상행,퇴근,평일,25,229,445,246.0,90.9,0.369,0.12
9호선,1009000935,한성백제,하행,점심,평일,16,110,616,304.0,255.9,0.842,0.438
9호선,1009000935,한성백제,하행,출근,평일,21,110,340,188.0,112.6,0.598,0.429
9호선,1009000935,한성백제,하행,퇴근,평일,26,135,378,225.0,155.0,0.688,0.5
9호선,1009000936,올림픽공원,상행,점심,평일,17,255,528,325.0,161.4,0.497,0.471
9호선,1009000936,올림픽공원,상행,출근,평일,19,189,349,202.0,77.8,0.386,0.105
9호선,1009000936,올림픽공원,상행,퇴근,평일,27,211,476,248.0,103.0,0.416,0.148
9호선,1009000936,올림픽공원,하행,점심,평일,17,176,550,325.0,195.0,0.601,0.471
9호선,1009000936,올림픽공원,하행,출근,평일,20,159,279,202.0,66.0,0.327,0.35
9호선,1009000936,올림픽공원,하행,퇴근,평일,27,182,361,223.0,111.5,0.5,0.259
9호선,1009000937,둔촌오륜,상행,점심,평일,16,260,462,317.0,110.5,0.348,0.313
9호선,1009000937,둔촌오륜,상행,출근,평일,19,209,280,205.0,53.2,0.26,0.053
9호선,1009000937,둔촌오륜,상행,퇴근,평일,26,235,412,246.0,82.2,0.334,0.154
9호선,1009000937,둔촌오륜,하행,점심,평일,17,162,565,322.0,203.6,0.632,0.471
9호선,1009000937,둔촌오륜,하행,출근,평일,19,215,322,209.0,76.2,0.365,0.053
9호선,1009000937,둔촌오륜,하행,퇴근,평일,27,194,377,227.0,124.5,0.548,0.259
9호선,1009000938,중앙보훈병원,상행,점심,평일,17,369,595,335.0,176.1,0.526,0.176
9호선,1009000938,중앙보훈병원,상행,출근,평일,20,225,303,200.0,84.1,0.421,0.0
9호선,1009000938,중앙보훈병원,상행,퇴근,평일,26,225,441,236.0,113.5,0.482,0.115
9호선,1009000938,중앙보훈병원,하행,점심,평일,17,224,516,324.0,147.9,0.456,0.471
9호선,1009000938,중앙보훈병원,하행,출근,평일,20,202,237,205.0,40.6,0.198,0.0
9호선,1009000938,중앙보훈병원,하행,퇴근,평일,27,213,358,231.0,89.0,0.384,0.111
